year,day,month,weekend_nights,week_nights,room_type,is_Holiday,adr
2016,10,8,1,1,4,0,13600
2016,10,8,1,1,0,0,2499
2016,10,8,1,1,3,0,6500
2016,10,8,1,1,3,0,6500
2016,10,8,1,1,3,0,6500
2016,11,8,0,1,0,0,2499
2016,11,8,0,1,4,0,13201
2016,11,8,0,1,4,0,13201
2016,11,8,0,1,0,0,2499
2016,11,8,0,1,0,0,2499
2016,11,8,0,1,3,0,6101
2016,11,8,0,1,0,0,2499
2016,11,8,1,1,0,0,2499
2016,11,8,1,1,4,0,13600
2016,11,8,1,1,0,0,2499
2016,11,8,1,1,4,0,13600
2016,11,8,1,1,3,0,6500
2016,11,8,1,1,3,0,6500
2016,11,8,1,1,3,0,6500
2016,11,8,1,1,3,0,6500
2016,11,8,1,1,6,0,2499
2016,11,8,1,1,0,0,2499
2016,11,8,1,1,0,0,2499
2016,11,8,1,1,0,0,2499
2016,12,8,0,1,0,0,2499
2016,12,8,0,1,3,0,6101
2016,12,8,0,1,6,0,2499
2016,12,8,0,1,6,0,2499
2016,12,8,0,1,4,0,13201
2016,12,8,1,1,3,0,6500
2016,12,8,1,1,0,0,2499
2016,12,8,1,1,0,0,2499
2016,12,8,0,1,0,0,2499
2016,12,8,1,1,0,0,2499
2016,12,8,1,1,4,0,13600
2016,12,8,1,1,0,0,2499
2016,12,8,1,1,0,0,2499
2016,12,8,1,1,0,0,2499
2016,12,8,1,1,0,0,2499
2016,12,8,1,1,0,0,2499
2016,12,8,1,1,4,0,13600
2016,12,8,1,1,4,0,13600
2016,12,8,1,1,5,0,2499
2016,12,8,1,1,0,0,2499
2016,12,8,1,1,3,0,6500
2016,12,8,1,1,4,0,13600
2016,12,8,1,1,5,0,2499
2016,13,8,0,1,0,0,2499
2016,13,8,1,1,7,0,2499
2016,13,8,1,1,3,0,6500
2016,13,8,1,1,0,0,2499
2016,13,8,1,1,3,0,6500
2016,13,8,1,1,3,0,6500
2016,13,8,1,1,6,0,2499
2016,13,8,1,1,0,0,2499
2016,13,8,1,1,3,0,6500
2016,13,8,1,1,4,0,13600
2016,13,8,1,1,0,0,2499
2016,13,8,1,1,6,0,2499
2016,13,8,1,1,6,0,2499
2016,13,8,1,1,0,0,2499
2016,13,8,1,1,0,0,2499
2016,13,8,1,1,0,0,2499
2016,13,8,1,1,5,0,2499
2016,13,8,1,1,0,0,2499
2016,13,8,1,1,0,0,2499
2016,13,8,1,1,0,0,2499
2016,13,8,1,1,4,0,13600
2016,13,8,1,1,0,0,2499
2016,13,8,1,1,0,0,2499
2016,13,8,1,1,0,0,2499
2016,13,8,1,1,0,0,2499
2016,13,8,1,1,6,0,2499
2016,13,8,1,1,6,0,2499
2016,13,8,1,1,4,0,13600
2016,13,8,1,1,3,0,6500
2016,13,8,1,1,3,0,6500
2016,13,8,1,1,2,0,4600
2016,13,8,1,1,3,0,6500
2016,13,8,1,1,4,0,13600
2016,13,8,1,1,0,0,2499
2016,13,8,1,1,3,0,6500
2016,13,8,1,1,6,0,2499
2016,13,8,1,1,3,0,6500
2016,14,8,1,0,0,0,2499
2016,14,8,1,0,0,0,2499
2016,14,8,1,0,0,0,2499
2016,14,8,1,1,2,0,4600
2016,14,8,1,1,4,0,13600
2016,14,8,1,1,5,0,2499
2016,14,8,1,1,6,0,2499
2016,14,8,1,1,0,0,2499
2016,14,8,1,1,3,0,6500
2016,14,8,1,1,3,0,6500
2016,14,8,1,1,0,0,2499
2016,14,8,1,1,2,0,4600
2016,14,8,1,1,3,0,6500
2016,14,8,1,1,0,0,2499
2016,14,8,1,1,0,0,2499
2016,14,8,1,1,0,0,2499
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,7,1,2499
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,6,1,2499
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,3,1,6799
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,2,1,4899
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,2,1,4899
2016,15,8,1,1,4,1,13899
2016,15,8,1,1,5,1,2499
2016,15,8,1,1,2,1,4899
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,3,1,6799
2016,15,8,1,1,3,1,6799
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,3,1,6799
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,4,1,13899
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,4,1,13899
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,0,1,2499
2016,15,8,1,1,4,1,13899
2016,15,8,1,1,3,1,6799
2016,16,8,0,1,0,0,2499
2016,16,8,0,1,0,0,2499
2016,16,8,0,1,0,0,2499
2016,16,8,0,1,3,0,6101
2016,16,8,0,1,0,0,2499
2016,16,8,0,1,0,0,2499
2016,16,8,0,1,4,0,13201
2016,16,8,0,1,7,0,2499
2016,16,8,0,1,0,0,2499
2016,16,8,0,1,3,0,6101
2016,16,8,0,1,0,0,2499
2016,16,8,0,1,7,0,2499
2016,16,8,0,1,7,0,2499
2016,16,8,0,1,3,0,6101
2016,16,8,0,1,4,0,13201
2016,16,8,0,1,0,0,2499
2016,16,8,0,1,3,0,6101
2016,16,8,1,1,4,0,13600
2016,16,8,1,1,0,0,2499
2016,16,8,1,1,3,0,6500
2016,16,8,1,1,0,0,2499
2016,16,8,1,1,0,0,2499
2016,16,8,1,1,6,0,2499
2016,16,8,1,1,0,0,2499
2016,16,8,1,1,0,0,2499
2016,17,8,0,1,3,0,6101
2016,17,8,0,1,0,0,2499
2016,17,8,0,1,7,0,2499
2016,17,8,0,1,3,0,6101
2016,17,8,0,1,0,0,2499
2016,17,8,0,1,3,0,6101
2016,17,8,0,1,0,0,2499
2016,17,8,1,1,3,0,6500
2016,17,8,1,1,3,0,6500
2016,17,8,1,1,0,0,2499
2016,17,8,1,1,4,0,13600
2016,17,8,1,1,0,0,2499
2016,17,8,1,1,0,0,2499
2016,17,8,1,1,0,0,2499
2016,17,8,1,1,0,0,2499
2016,17,8,1,1,0,0,2499
2016,17,8,1,1,4,0,13600
2016,17,8,1,1,3,0,6500
2016,18,8,0,1,4,0,13201
2016,18,8,0,1,4,0,13201
2016,18,8,0,1,0,0,2499
2016,18,8,0,1,0,0,2499
2016,18,8,0,1,0,0,2499
2016,18,8,0,1,4,0,13201
2016,18,8,0,1,3,0,6101
2016,18,8,0,1,3,0,6101
2016,18,8,0,1,3,0,6101
2016,18,8,0,1,4,0,13201
2016,18,8,0,1,4,0,13201
2016,18,8,0,1,4,0,13201
2016,18,8,1,1,6,0,2499
2016,18,8,0,1,3,0,6101
2016,18,8,0,1,4,0,13201
2016,18,8,0,1,3,0,6101
2016,18,8,1,1,4,0,13600
2016,18,8,1,1,5,0,2499
2016,18,8,1,1,4,0,13600
2016,18,8,1,1,4,0,13600
2016,18,8,1,1,4,0,13600
2016,18,8,1,1,4,0,13600
2016,18,8,1,1,0,0,2499
2016,19,8,0,1,0,0,2499
2016,19,8,0,1,6,0,2499
2016,19,8,0,1,3,0,6101
2016,19,8,1,1,7,0,2499
2016,19,8,1,1,0,0,2499
2016,19,8,1,1,2,0,4600
2016,19,8,1,1,3,0,6500
2016,19,8,1,1,3,0,6500
2016,19,8,1,1,0,0,2499
2016,19,8,1,1,4,0,13600
2016,19,8,1,1,3,0,6500
2016,20,8,0,1,0,0,2499
2016,20,8,1,1,7,0,2499
2016,20,8,1,1,4,0,13600
2016,20,8,1,1,3,0,6500
2016,20,8,1,1,7,0,2499
2016,20,8,1,1,3,0,6500
2016,20,8,1,1,3,0,6500
2016,20,8,1,1,3,0,6500
2016,20,8,1,1,3,0,6500
2016,20,8,1,1,3,0,6500
2016,20,8,1,1,3,0,6500
2016,20,8,1,1,3,0,6500
2016,20,8,1,1,7,0,2499
2016,20,8,1,1,4,0,13600
2016,20,8,1,1,0,0,2499
2016,20,8,1,1,0,0,2499
2016,20,8,1,1,0,0,2499
2016,20,8,1,1,0,0,2499
2016,20,8,1,1,0,0,2499
2016,20,8,1,1,3,0,6500
2016,20,8,1,1,0,0,2499
2016,20,8,1,1,3,0,6500
2016,20,8,1,1,6,0,2499
2016,20,8,1,1,0,0,2499
2016,21,8,1,0,0,0,2499
2016,21,8,1,1,7,0,2499
2016,21,8,1,1,0,0,2499
2016,21,8,1,1,3,0,6500
2016,21,8,1,1,4,0,13600
2016,21,8,1,1,3,0,6500
2016,21,8,1,1,3,0,6500
2016,21,8,1,1,0,0,2499
2016,21,8,1,1,0,0,2499
2016,21,8,1,1,2,0,4600
2016,21,8,1,1,3,0,6500
2016,21,8,1,1,0,0,2499
2016,22,8,1,0,0,0,2499
2016,22,8,1,0,0,0,2499
2016,22,8,1,1,0,0,2499
2016,22,8,1,1,0,0,2499
2016,22,8,1,1,4,0,13600
2016,22,8,1,1,4,0,13600
2016,22,8,1,1,0,0,2499
2016,22,8,1,1,4,0,13600
2016,22,8,1,1,3,0,6500
2016,22,8,1,1,4,0,13600
2016,22,8,1,1,7,0,2499
2016,22,8,1,1,0,0,2499
2016,22,8,1,1,6,0,2499
2016,22,8,1,1,4,0,13600
2016,22,8,1,1,0,0,2499
2016,22,8,1,1,3,0,6500
2016,22,8,1,1,3,0,6500
2016,22,8,1,1,3,0,6500
2016,22,8,1,1,0,0,2499
2016,22,8,1,1,6,0,2499
2016,22,8,1,1,0,0,2499
2016,22,8,1,1,0,0,2499
2016,22,8,1,1,4,0,13600
2016,23,8,0,1,4,0,13201
2016,23,8,0,1,4,0,13201
2016,23,8,0,1,4,0,13201
2016,23,8,0,1,0,0,2499
2016,23,8,0,1,0,0,2499
2016,23,8,0,1,3,0,6101
2016,23,8,0,1,4,0,13201
2016,23,8,0,1,6,0,2499
2016,23,8,1,1,3,0,6500
2016,23,8,1,1,3,0,6500
2016,23,8,1,1,0,0,2499
2016,24,8,0,1,5,0,2499
2016,24,8,0,1,3,0,6101
2016,24,8,0,1,3,0,6101
2016,24,8,0,1,0,0,2499
2016,24,8,0,1,3,0,6101
2016,24,8,0,1,3,0,6101
2016,24,8,0,1,0,0,2499
2016,24,8,1,1,3,0,6500
2016,24,8,1,1,2,0,4600
2016,24,8,1,1,3,0,6500
2016,24,8,1,1,2,0,4600
2016,24,8,1,1,3,0,6500
2016,24,8,1,1,2,0,4600
2016,25,8,0,1,3,0,6101
2016,25,8,0,1,6,0,2499
2016,25,8,0,1,5,0,2499
2016,25,8,0,1,0,0,2499
2016,25,8,0,1,3,0,6101
2016,25,8,0,1,3,0,6101
2016,25,8,0,1,3,0,6101
2016,25,8,0,1,3,0,6101
2016,25,8,0,1,3,0,6101
2016,25,8,1,1,3,0,6500
2016,25,8,1,1,4,0,13600
2016,25,8,1,1,0,0,2499
2016,25,8,1,1,0,0,2499
2016,26,8,0,1,4,0,13201
2016,26,8,0,1,5,0,2499
2016,26,8,0,1,0,0,2499
2016,26,8,0,1,0,0,2499
2016,26,8,0,1,0,0,2499
2016,26,8,0,1,0,0,2499
2016,26,8,1,1,4,0,13600
2016,26,8,1,1,6,0,2499
2016,26,8,1,1,0,0,2499
2016,26,8,1,1,0,0,2499
2016,26,8,1,1,6,0,2499
2016,26,8,1,1,4,0,13600
2016,26,8,1,1,0,0,2499
2016,26,8,1,1,7,0,2499
2016,26,8,1,1,6,0,2499
2016,26,8,1,1,7,0,2499
2016,26,8,1,1,7,0,2499
2016,26,8,1,1,3,0,6500
2016,26,8,1,1,0,0,2499
2016,26,8,1,1,2,0,4600
2016,26,8,1,1,3,0,6500
2016,26,8,1,1,6,0,2499
2016,26,8,1,1,4,0,13600
2016,26,8,1,1,0,0,2499
2016,26,8,1,1,0,0,2499
2016,27,8,1,1,7,0,2499
2016,27,8,0,1,0,0,2499
2016,27,8,1,1,0,0,2499
2016,27,8,1,1,6,0,2499
2016,27,8,1,1,4,0,13899
2016,27,8,1,1,0,0,2499
2016,27,8,1,1,0,0,2499
2016,27,8,1,1,0,0,2499
2016,27,8,1,1,3,0,6799
2016,27,8,1,1,0,0,2499
2016,27,8,1,1,0,0,2499
2016,27,8,1,1,0,0,2499
2016,27,8,1,1,3,0,6799
2016,27,8,1,1,0,0,2499
2016,27,8,1,1,7,0,2499
2016,27,8,1,1,0,0,2499
2016,27,8,1,1,0,0,2499
2016,27,8,1,1,3,0,6799
2016,27,8,1,1,4,0,13899
2016,28,8,1,0,0,0,2499
2016,28,8,1,1,0,0,2499
2016,28,8,1,1,0,0,2499
2016,28,8,1,1,4,0,13899
2016,28,8,1,1,0,0,2499
2016,28,8,1,1,6,0,2499
2016,28,8,1,1,6,0,2499
2016,28,8,1,1,0,0,2499
2016,28,8,1,1,0,0,2499
2016,28,8,1,1,0,0,2499
2016,28,8,1,1,4,0,13899
2016,28,8,1,1,3,0,6799
2016,28,8,1,1,0,0,2499
2016,28,8,1,1,4,0,13899
2016,28,8,1,1,0,0,2499
2016,28,8,1,1,0,0,2499
2016,29,8,1,0,3,0,6799
2016,29,8,1,1,3,0,6799
2016,29,8,1,1,6,0,2499
2016,29,8,1,1,4,0,13899
2016,29,8,1,1,0,0,2499
2016,29,8,1,1,0,0,2499
2016,29,8,1,1,0,0,2499
2016,29,8,1,1,0,0,2499
2016,29,8,1,1,0,0,2499
2016,29,8,1,1,0,0,2499
2016,29,8,1,1,3,0,6799
2016,29,8,1,1,4,0,13899
2016,29,8,1,1,3,0,6799
2016,29,8,1,1,3,0,6799
2016,29,8,1,1,6,0,2499
2016,29,8,1,1,4,0,13899
2016,29,8,1,1,0,0,2499
2016,29,8,1,1,0,0,2499
2016,29,8,1,1,0,0,2499
2016,29,8,1,1,4,0,13899
2016,29,8,1,1,4,0,13899
2016,29,8,1,1,0,0,2499
2016,29,8,1,1,0,0,2499
2016,29,8,1,1,0,0,2499
2016,30,8,0,1,0,0,2499
2016,30,8,0,1,4,0,13500
2016,30,8,0,1,6,0,2499
2016,30,8,0,1,7,0,2499
2016,30,8,0,1,0,0,2499
2016,30,8,0,1,4,0,13500
2016,30,8,0,1,4,0,13500
2016,30,8,0,1,4,0,13500
2016,30,8,0,1,0,0,2499
2016,30,8,0,1,5,0,2499
2016,30,8,1,1,3,0,6799
2016,30,8,1,1,6,0,2499
2016,30,8,1,1,4,0,13899
2016,30,8,1,1,4,0,13899
2016,30,8,1,1,0,0,2499
2016,30,8,1,1,0,0,2499
2016,30,8,1,1,0,0,2499
2016,30,8,1,1,0,0,2499
2016,31,8,0,1,0,0,2499
2016,31,8,0,1,3,0,6400
2016,31,8,0,1,3,0,6400
2016,31,8,0,1,0,0,2499
2016,31,8,1,1,0,0,2499
2016,31,8,1,1,4,0,13899
2016,31,8,1,1,0,0,2499
2016,31,8,1,1,0,0,2499
2016,31,8,1,1,3,0,6799
2016,1,9,0,1,0,0,2499
2016,1,9,0,1,0,0,2499
2016,1,9,0,1,0,0,2499
2016,1,9,0,1,0,0,2499
2016,1,9,0,1,4,0,13500
2016,1,9,1,1,6,0,2499
2016,1,9,1,1,6,0,2499
2016,1,9,1,1,0,0,2499
2016,1,9,1,1,0,0,2499
2016,1,9,1,1,0,0,2499
2016,1,9,1,1,6,0,2499
2016,1,9,1,1,3,0,6799
2016,1,9,1,1,4,0,13899
2016,1,9,1,1,6,0,2499
2016,1,9,1,1,6,0,2499
2016,1,9,1,1,0,0,2499
2016,1,9,1,1,0,0,2499
2016,1,9,1,1,6,0,2499
2016,1,9,1,1,0,0,2499
2016,1,9,1,1,0,0,2499
2016,1,9,1,1,0,0,2499
2016,1,9,1,1,4,0,13899
2016,1,9,1,1,3,0,6799
2016,1,9,1,1,3,0,6799
2016,1,9,1,1,0,0,2499
2016,1,9,1,1,0,0,2499
2016,1,9,1,1,0,0,2499
2016,1,9,1,1,3,0,6799
2016,2,9,0,1,0,0,2499
2016,2,9,0,1,5,0,2499
2016,2,9,0,1,6,0,2499
2016,2,9,0,1,4,0,13500
2016,2,9,0,1,6,0,2499
2016,2,9,0,1,3,0,6400
2016,2,9,0,1,5,0,2499
2016,2,9,0,1,3,0,6400
2016,2,9,1,1,6,0,2499
2016,2,9,1,1,6,0,2499
2016,2,9,1,1,0,0,2499
2016,2,9,1,1,6,0,2499
2016,2,9,1,1,4,0,13899
2016,2,9,1,1,4,0,13899
2016,2,9,1,1,4,0,13899
2016,2,9,1,1,4,0,13899
2016,2,9,1,1,0,0,2499
2016,2,9,1,1,0,0,2499
2016,2,9,1,1,4,0,13899
2016,2,9,1,1,0,0,2499
2016,2,9,1,1,4,0,13899
2016,2,9,1,1,0,0,2499
2016,2,9,1,1,0,0,2499
2016,2,9,1,1,4,0,13899
2016,2,9,1,1,3,0,6799
2016,2,9,1,1,0,0,2499
2016,2,9,1,1,3,0,6799
2016,2,9,1,1,0,0,2499
2016,2,9,1,1,0,0,2499
2016,3,9,1,1,7,0,2499
2016,3,9,1,1,5,0,2499
2016,3,9,1,1,0,0,2499
2016,3,9,1,1,0,0,2499
2016,3,9,1,1,0,0,2499
2016,3,9,1,1,0,0,2499
2016,3,9,1,1,5,0,2499
2016,3,9,1,1,0,0,2499
2016,3,9,1,1,4,0,13899
2016,3,9,1,1,0,0,2499
2016,4,9,1,0,3,0,6799
2016,4,9,1,0,6,0,2499
2016,4,9,1,1,0,0,2499
2016,4,9,1,1,0,0,2499
2016,4,9,1,1,3,0,6799
2016,4,9,1,1,2,0,4899
2016,4,9,1,1,0,0,2499
2016,4,9,1,1,0,0,2499
2016,4,9,1,1,2,0,4899
2016,4,9,1,1,7,0,2499
2016,4,9,1,1,0,0,2499
2016,4,9,1,1,0,0,2499
2016,4,9,1,1,7,0,2499
2016,4,9,1,1,0,0,2499
2016,4,9,1,1,3,0,6799
2016,4,9,1,1,3,0,6799
2016,4,9,1,1,4,0,13899
2016,5,9,1,0,6,0,2499
2016,5,9,1,0,6,0,2499
2016,5,9,1,1,6,0,2499
2016,5,9,1,1,7,0,2499
2016,5,9,1,1,7,0,2499
2016,5,9,1,1,3,0,6799
2016,5,9,1,1,0,0,2499
2016,5,9,1,1,5,0,2499
2016,5,9,1,1,3,0,6799
2016,5,9,1,1,3,0,6799
2016,5,9,1,1,0,0,2499
2016,5,9,1,1,3,0,6799
2016,5,9,1,1,3,0,6799
2016,5,9,1,1,3,0,6799
2016,5,9,1,1,3,0,6799
2016,5,9,1,1,4,0,13899
2016,5,9,1,1,0,0,2499
2016,6,9,0,1,3,0,6400
2016,6,9,1,1,3,0,6799
2016,6,9,1,1,0,0,2499
2016,6,9,1,1,0,0,2499
2016,6,9,1,1,4,0,13899
2016,6,9,1,1,3,0,6799
2016,6,9,1,1,3,0,6799
2016,7,9,0,1,0,0,2499
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,0,0,2499
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,0,0,2499
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,0,1,3,0,6400
2016,7,9,1,1,0,0,2499
2016,7,9,1,1,0,0,2499
2016,7,9,1,1,4,0,13899
2016,7,9,1,1,3,0,6799
2016,7,9,1,1,3,0,6799
2016,7,9,1,1,4,0,13899
2016,7,9,1,1,3,0,6799
2016,8,9,0,1,0,0,2499
2016,8,9,0,1,0,0,2499
2016,8,9,0,1,0,0,2499
2016,8,9,0,1,7,0,2499
2016,8,9,0,1,7,0,2499
2016,8,9,0,1,7,0,2499
2016,8,9,1,1,4,0,13600
2016,8,9,1,1,3,0,6500
2016,8,9,1,1,3,0,6500
2016,8,9,1,1,6,0,2499
2016,8,9,1,1,0,0,2499
2016,8,9,1,1,0,0,2499
2016,8,9,1,1,0,0,2499
2016,8,9,1,1,0,0,2499
2016,9,9,0,1,0,0,2499
2016,9,9,0,1,0,0,2499
2016,9,9,0,1,0,0,2499
2016,9,9,0,0,3,0,6101
2016,9,9,0,1,0,0,2499
2016,9,9,0,1,0,0,2499
2016,9,9,1,1,0,0,2499
2016,9,9,1,1,7,0,2499
2016,9,9,1,1,2,0,4600
2016,9,9,1,1,0,0,2499
2016,9,9,1,1,0,0,2499
2016,9,9,1,1,4,0,13600
2016,10,9,0,1,4,0,13201
2016,10,9,0,1,4,0,13201
2016,10,9,0,1,4,0,13201
2016,10,9,0,1,4,0,13201
2016,10,9,1,1,0,0,2499
2016,10,9,1,1,0,0,2499
2016,10,9,1,1,0,0,2499
2016,10,9,1,1,0,0,2499
2016,10,9,1,1,0,0,2499
2016,10,9,1,1,0,0,2499
2016,10,9,1,1,4,0,13600
2016,10,9,1,1,0,0,2499
2016,10,9,1,1,3,0,6500
2016,10,9,1,1,3,0,6500
2016,11,9,1,0,4,1,13899
2016,11,9,1,0,4,1,13899
2016,11,9,1,1,5,1,2499
2016,11,9,1,1,4,1,13899
2016,11,9,1,1,0,1,2499
2016,11,9,1,1,0,1,2499
2016,11,9,1,1,5,1,2499
2016,11,9,1,1,3,1,6799
2016,11,9,1,1,7,1,2499
2016,11,9,1,1,0,1,2499
2016,11,9,1,1,0,1,2499
2016,11,9,1,1,0,1,2499
2016,11,9,1,1,0,1,2499
2016,11,9,1,1,0,1,2499
2016,11,9,1,1,0,1,2499
2016,11,9,1,1,6,1,2499
2016,11,9,1,1,0,1,2499
2016,11,9,1,1,0,1,2499
2016,11,9,1,1,5,1,2499
2016,11,9,1,1,3,1,6799
2016,11,9,1,1,3,1,6799
2016,11,9,1,1,7,1,2499
2016,11,9,1,1,7,1,2499
2016,11,9,1,1,6,1,2499
2016,11,9,1,1,0,1,2499
2016,11,9,1,1,3,1,6799
2016,12,9,1,1,6,1,2499
2016,12,9,1,1,6,1,2499
2016,12,9,1,1,5,1,2499
2016,12,9,1,1,0,1,2499
2016,12,9,1,1,6,1,2499
2016,12,9,1,1,0,1,2499
2016,12,9,1,1,4,1,13899
2016,12,9,1,1,3,1,6799
2016,12,9,1,1,3,1,6799
2016,12,9,1,1,3,1,6799
2016,12,9,1,1,4,1,13899
2016,12,9,1,1,0,1,2499
2016,12,9,1,1,0,1,2499
2016,12,9,1,1,4,1,13899
2016,12,9,1,1,0,1,2499
2016,12,9,1,1,4,1,13899
2016,12,9,1,1,6,1,2499
2016,13,9,0,1,0,0,2499
2016,13,9,0,1,0,0,2499
2016,13,9,0,1,4,0,13201
2016,13,9,0,1,0,0,2499
2016,13,9,1,1,0,0,2499
2016,13,9,1,1,3,0,6500
2016,13,9,1,1,3,0,6500
2016,14,9,0,1,5,0,2499
2016,14,9,0,1,4,0,13201
2016,14,9,0,1,0,0,2499
2016,14,9,0,1,6,0,2499
2016,14,9,0,1,0,0,2499
2016,14,9,0,1,0,0,2499
2016,14,9,0,1,0,0,2499
2016,14,9,0,1,0,0,2499
2016,14,9,0,1,0,0,2499
2016,14,9,0,1,0,0,2499
2016,14,9,1,1,3,0,6500
2016,14,9,1,1,4,0,13600
2016,14,9,1,1,0,0,2499
2016,14,9,1,1,0,0,2499
2016,14,9,1,1,0,0,2499
2016,14,9,1,1,0,0,2499
2016,14,9,1,1,0,0,2499
2016,14,9,1,1,0,0,2499
2016,14,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,0,1,0,0,2499
2016,15,9,1,1,0,0,2499
2016,15,9,1,1,0,0,2499
2016,15,9,1,1,0,0,2499
2016,15,9,1,1,0,0,2499
2016,15,9,1,1,0,0,2499
2016,15,9,1,1,7,0,2499
2016,15,9,1,1,0,0,2499
2016,15,9,1,1,0,0,2499
2016,15,9,1,1,0,0,2499
2016,15,9,1,1,0,0,2499
2016,15,9,1,1,0,0,2499
2016,15,9,1,1,0,0,2499
2016,15,9,1,1,0,0,2499
2016,15,9,1,1,0,0,2499
2016,15,9,1,1,0,0,2499
2016,15,9,1,1,0,0,2499
2016,15,9,1,1,0,0,2499
2016,15,9,1,1,4,0,13600
2016,16,9,1,1,0,0,2499
2016,16,9,1,1,4,0,13600
2016,16,9,1,1,0,0,2499
2016,16,9,1,1,0,0,2499
2016,16,9,1,1,3,0,6500
2016,16,9,1,1,4,0,13600
2016,16,9,1,1,0,0,2499
2016,16,9,1,1,3,0,6500
2016,16,9,1,1,3,0,6500
2016,16,9,1,1,0,0,2499
2016,16,9,1,1,3,0,6500
2016,16,9,1,1,3,0,6500
2016,16,9,1,1,6,0,2499
2016,17,9,0,1,0,0,2499
2016,17,9,1,1,3,0,6500
2016,17,9,1,1,0,0,2499
2016,17,9,1,1,0,0,2499
2016,18,9,1,0,0,0,2499
2016,18,9,1,0,0,0,2499
2016,18,9,1,1,0,0,2499
2016,18,9,1,1,0,0,2499
2016,18,9,1,1,0,0,2499
2016,18,9,1,1,4,0,13600
2016,18,9,1,1,0,0,2499
2016,18,9,1,1,3,0,6500
2016,18,9,1,1,4,0,13600
2016,18,9,1,1,3,0,6500
2016,18,9,1,1,4,0,13600
2016,18,9,1,1,3,0,6500
2016,18,9,1,1,3,0,6500
2016,18,9,1,1,3,0,6500
2016,18,9,1,1,3,0,6500
2016,18,9,1,1,4,0,13600
2016,19,9,1,0,0,0,2499
2016,19,9,1,1,0,0,2499
2016,19,9,1,1,0,0,2499
2016,19,9,1,1,4,0,13600
2016,19,9,1,1,0,0,2499
2016,19,9,1,1,0,0,2499
2016,19,9,1,1,4,0,13600
2016,19,9,1,1,4,0,13600
2016,19,9,1,1,4,0,13600
2016,19,9,1,1,0,0,2499
2016,19,9,1,1,0,0,2499
2016,19,9,1,1,3,0,6500
